"Subject: Project on Hold


Hi {{Name}},
 
I found your company on {{Platform}}, on the Web, and love the direction of your company.
 
We're an ex-Google team in Silicon Valley who have executed projects for Airware, Cape, Vantage Robotics, The league, and over 100 other companies. Our RapidResponse program puts our engineers on your project within 72 hours, thus as much as increasing productivity by 200% within 30-days of joining the project; all of our team members have been verified by our ex-Google core team of engineers in San Francisco, California, and are ready to join your project today.
 
Our team specializes in four key areas of development, including –
 
1. Full-stack engineering
 
2. Back-end engineering
 
3. Data science
 
4. Mobile engineering
 
You can explore our engineering work: 
{{Link}}
 
I'd like to discuss a 90-day pilot of our RapidResponse program, once again our ex-Google, the verified engineering team can get started on your project in as little as 72 hours' notice. 
 
How's your calendar any morning this week for a call?



Hi {{Name}},
 
My colleague {{Name}} shared your message with me; I’m intrigued and would like to have a discussion on options and approaches.  My calendar is open tomorrow morning and after {{time}} on {{Day}}, would you have 30 minutes or so to discuss and explore?




 
Hi {{Name}},
 
Apologies for the late response, this email somehow ended up in my spam.
 
Can we schedule a call for early next week?
 
Please let me know your availability, I'll send the invites accordingly.
 




 
Anytime {{Day}} the {{Date}} should work.



 
Hi {{Name}},
 
Just wanted to drop a soft reminder for our call today.
 
I've attached the meeting details below:





Hi {{Name}},
 
It was great talking to you today.
 
As discussed in the call, I have attached the following:
Punch Services
Non-Disclosure Agreement
Punch Security Culture
We will get the proposal done by next week, let's set up a call for reviewing on the 2nd or 3rd of December.
 
Let me know if {{Time}} or {{Time}} {{Timezone}} works for you.




 
Hi {{Name}},
 
Hope you are well.
 
We have prepared the proposal consisting of our engineering services.
 
Can we set up a call for reviewing on {{Day}} at {{time}} {{Timezone}}?
 
I'll book a slot and send out the invites accordingly.




 
{{Day}} at {{TIme}} works for me, I have a hard stop at {{time}} though but I think 45-55 minutes should be enough time?
 




 
Hi {{Name}}
 
I'm attaching the proposal to this email for your review. Hopefully, this meets all your requirements and is what you're looking for. We're really excited to get things off the ground!
 
We would love for you to meet our engineering lead in tomorrow's call.  {{Name}} is an industry veteran and the perfect candidate for this job. We can discuss how to proceed and kick things off as soon as possible in the best possible way.
 
We're pumped to make this happen and look forward to working with you.
 
See you on the call.




 
Hi {{Name}},
 
I’m really sorry I missed the meeting.  I had a family emergency which is Ok now and I’m back in the office.
 
I would like to reschedule, I’m free until {{Time}} today or tomorrow afternoon is free, let me know.
 
Again my apologies for missing the meeting.




 
Hi,
 
FYI – for the last 2 days we have had poor ISP service, this morning it was extremely bad.  Fortunately, the ISP provider technician found a bad junction wire at the pole just this morning (I just finished meeting with him), he replaced it and we now seem to have a solid connection and transfer rates.
 
I’m sharing this because if a new meeting time was sent I didn’t get it.  I have read the PP sent to me and I don’t have any questions at this time, I want to present it to Management on {{Day}}/{{Day}} and will use the PP for reference.
 
I propose, all things considered, we re-schedule after I have had a discussion with Management; does that sound good to you?




 
Hi {{Name}}, checking in – what are the next steps?
 




 
Hi {{Name}},
 
We had a meeting on resource planning today, and a lot of scenarios were discussed, the position is ‘hold’ for now and we are meeting again on {{Month}} {{Date}}; so I should no more then.
 
Thanks for checking in.  Happy Holidays.




 
Hi {{Name}}, following up on {{Name}} email below. How'd the planning meeting on {{Month}} {{Date}}?
 
Would love to learn more and discuss how we can help {{Company_Name}} build projects with our engineering and design teams.




 
Hi,
 
The meeting was held this morning with the same end result which is ‘hold’; primarily because one customer's implementation schedule was pushed out a quarter due to them having infra challenges.  This buys us a little breathing room but I am impressed with them it is only a short stay and we need to address this both in the intermediate-term and how it can be an option for any future… bottlenecks.
 
I appreciate the check-in, for now, we have to wait and see.",1,,0.370010535
"Hope you had a wonderful weekend! Quickly checking in regarding the status of the project you mentioned in your last email. If the project is still in play and now is a good time to talk. I can schedule a quick call to discuss in detail. If not, please let me know when would you like me to follow up with you on this. Looking forward to hearing from you and talking soon. ",1,,0.942252946
Did you mean to trade {{Company}} for {{Company?,0,,0.101283875
"So, do I need to look at those counterparties with a ""closed"" status to 
determine if they are actually signed up?",0,,0.278967501
"Branding Team

We’re Ex-Google Branding experts that have developed brands for many household names including Marie Kondo and eCommerce company “Twice” to begin with. Our 4-step process which is Brainstorming, Moodoards, Design, and Testing have produced results for 70+ startups to publicly traded companies. 

{{Add Branding Image and PDF Document_Branding}}",1,,0.266940203
"As a valued member of the {{Company}} community, you've asked to be notified about new investment tools, features, and money-saving opportunities. We think you'll be interested in this exciting offer from Phillips Publishing Inc.",0,,0.544348015
"Please advise of your interest in the following Candidates.
",0,,0.096998237
Did you get the chance to review the proposal? Happy to jump on the call and discuss this more. Are you available any time next week for another discussion? ,1,,0.656776512
i thought we decided that was during the season - up until the season starts it is free,0,,0.427531352
"There will be 2 demos of the {{Project}} that will be released this {{Day}}, {Month}} {{Date}} from {{time}} to {{time}}",0,,0.430808821
what information do you want for this project?,0,,0.9910988
I have been receiving your updates. Either I forgot my password or do not have one. Can you check?,0,,0.513037593
Let me know if you are coming.,0,,0.271088926
Let's add value to {{Company}} in a more promising way this time around. Let's chat this week?,1,,0.639522554
you are weird,0,,0.761070891
"Hi {{Name}}, I want to introduce you to {Name of Project Manager}, who will be overseeing your project. I've already shared the project code and details with him so he's up to speed on the story so far. To keep things moving along, I'll leave it to the 2 of you to figure out a time early next week for a kickoff call to go over expectations, and timeline, and to hash out any other questions that come up.

Cheers
",1,,0.892952497
"Hi Andy,
 
We're an ex-Google, Silicon Valley team of engineers, designers, and growth marketers. I wanted to reach out to you about trying a 30-day pilot with our team and how CNC Consulting can benefit from our engineering, design, and growth marketing expertise.
 
Our clients include Google, Marie Kondo, SoChat, Vantage Robotics, Airware, Cape, SugarCRM, The League, and over 100 well-known leaders in their industry. We can help with any (or all of) the services below.
 
Engineering (Full-stack, back-end, mobile)
http://www.punch.cool/services/engineering/
 
Design (Branding, UI/UX, product, graphic)
http://www.punch.cool/services/design/
 
Growth (B2B or B2C)
http://www.punch.cool/services/sales
 
I would love to have a conversation with you and discuss how Punch can add value to CNC Consulting. Please let me know what time works best for you on Tuesday or Wednesday and we can get a quick intro call scheduled.
 
—-------------------------------
 
Hey Andy,
 
Just following up on the above email.  We would like to discuss the Punch MyTechCofounder engineering process with you that we take to our engineering projects.
 
I've attached a document that explains our MyTechCofounder scientific process for you.
 
Please have a look and let me know if you have any questions or would like to have a quick chat to discuss how we can help you.
 
Punch MyTechCofounder Method:
 
—----------------------------------
 
 
Hi Andy,
 
Just following up, I wanted to revisit once again the job you posted for a .NET Software Engineer, and share some complimentary job templates we've developed to help you as you expand your team. They're completely complimentary and can be a great starting point as you draft your own job templates. Feel free to use a portion of them or the entire template.
 
You can check them out here: 
 
We're a team of Silicon Valley Rockstar ex-Google engineers and designers. If you're still looking for help with your product, why not consider giving us a shot?
 
We've executed over 70+ projects over the last two years for Google, Airware, SugarCRM, Bonaverde, PocketGems, and many other startups and enterprise companies.
 
If you have some time over the next few days, we can jump on a quick call to discuss this further?
 
Have a great day!
—---------------------------
 
Sherry,
 
Can you handle the following client request below?
 
The Cleanliness Index is a set of standards that can be used to measure the cleanliness of the City of Miami Beach’s public areas. The Cleanliness Index scheduling web application was developed using Microsoft’s Silverlight technology and Microsoft will be discontinuing support of Silverlight technology on October 12, 2021. The dropping of support for this technology facilitates the need to redevelop the Cleanliness scheduling application utilizing current web development technologies.
The current cleanliness scheduling application provides the following main areas of functionality:
1. Displays a printable calendar containing predefined assignments.
2. Allows for jobs contained within the calendar to be assigned to users.
3. Generates printable driving directions providing the optimal route to visit each task within the selected
assessment.
Parties interested in being considered by the City for the services described herein should submit a proposal in
accordance with Section 4, Submittal Instructions and Format. Responsive proposals will be evaluated in accordance
with the criteria established in Section 7, Evaluation of Responses.
 
 
Statement of Work Required. Consultant shall create a web app using JavaScript Libraries and HTML5 that performs
the following:
1. Displays a printable calendar containing predefined assignments. Jobs are predefined from a Microsoft
SQL database routine and would populate the calendar. The calendar should be created using jQuery
Full Calendar JavaScript Calendar or equivalent.
2. Allows for jobs contained within the calendar to be assigned to users by clicking on the job.
3. Store users in a Microsoft SQL database.
4. Allows the assessor to have the option to display printable driving directions providing the optimal route
to visit each task within the selected Assessment. The routing routine should use a navigation software
app.
 
Thanks,
—--------------------------------
 
Hi Andy,
 
Thanks for reaching out.
 
Yes, we can handle the mentioned request. 
 
I'm attaching a case study as a reference below.
 
Let's schedule a call to discuss this further, does 11 AM (PST) work for you today?
 
Thanks,
 
—--------------------------
 
Hi Andy,
 
Just wanted to follow up on our previous conversation,
 
When can we schedule a call to discuss the project?
 
Thanks,
",1,,0.095434511
"Well, we can wait for {{Name}} to get back - when does he get back?",0,,0.436968671
"I wanted to follow up on our last conversation we had in  {{Month/Year}} regarding the {{Program}}, I would like to continue the conversation and discuss how we can help {{Company}} this time around in a more promising way. ",1,,0.504257578
"I just received this information from {{company}} thought you might be 
interested. Just click the link in the attachment line.
",0,,0.029772681
it will update tomorrow,0,,0.542507083
Sounds good to me. I haven't talked with boss today so I'll let you know later. ,0,,0.811592279
"We're an E-Commerce UI/UX expert team that specializes in reducing cart abandonment and increasing average order size per customer. Our UI/UX efforts focus on the analysis of cart shopping behavior and A-B test various cart mechanisms to improve overall cart performance.
 
{{Add Twice Image}}",1,,0.648778359
We do remember you and would love to pick up our communication from where we left. I am sharing some available slots this week for a quick 30 min call. Let me know your availability and I will put something on the calendar right away. Looking forward to it. ,1,,0.460799724
"Thanks for thinking of us. Looping in {{Name}}, who can set up a meeting and gather more requirements from our Designers who does this. Time zone work hours won't be an issue for us.  ",1,,0.294081366
"What are you trying to show me? 
",0,,0.941176398
Hear is the info.  Let me know if you have any further questions.,0,,0.138525012
I will ping you next week for check-in. I hope that would not be too much of an inconvenience.,1,,0.340678717
"Hello Darren,
 
I wanted to reach out to discuss how our Outsourced Customer Service Solution can transform your service organization for the better. We’re an ex-Disney/Google trained customer service team that helps customers expand their service capabilities.
 
We’ve worked with Comcast, Domino’s Pizza, Dish Networks, Charter Communications, and Bit Defender to reduce customer churn and increase retention via Great Service. These projects included technical and customer support.
 
Working with us have the following 5 benefits –
 
- We can augment services to 16-or-24 hours
- We’re multilingual and can enable multilingual support
- Trained in popular software already
- E-mail, Phone, Chat, and Social support ready
- Our average first-call resolution rate > 86%
- Our average minimum call time < 5.26 minutes
 
I’d love to show what we can do for April & Oak via expanding support hours, introducing new support languages, establishing new support channels, and augmenting existing support efforts.
 
Please take a look at the attached document and let me know when would be a good time to discuss it.
Cheers,
Ehsan Khan
 
—--------------------------------
 
 
Hello Darren,
 
I just wanted to follow up and see if our Outsourced Customer Service Program may be a fit for April & Oak?
 
If you’re interested in expanding support hours from 8 to 16 or 24, or adding new support languages, or taking part in our customer research audit which is included complimentary, let’s set up a time to discuss later this afternoon?
 
Thanks,
 
—----------------------------------
 
Hi Ehsan,
 
Can you please provide me with pricing for the below?
 
We would be interested in a single 24/7 support agent, taking calls and inbound inquiries from Zendesk.
 
Many thanks,
 
—-------------------------
 
Hello Darren,
 
For 24/7 Support, we appoint two sales agents to cover the whole shift, providing call support & inbound inquiries from Zendesk (as per your requirement)
 
The agents are well equipped & trained to handle customer support including working on weekends to ensure customer retention.
 
The cost of 24/7 Support is $3000 monthly, which is broken down to $1500 dollars for one support agent
 
If you have any questions or concerns, do not hesitate to reach out.
 
Cheers
 
—------------------------
 
Hello Darren,
 
Waiting for your response to the above emails. 
 
Have you got any updates for me yet?
 
Cheers, 
 
—-----------------------
 
Hello Darren,
 
Just quickly following up again to check if you got the chance to review our pricing & case study. 
 
If you find some value, we would like to get a proposal ready for you.
 
Cheers,
",1,,0.274996148
"These are amazing! Thank you for getting us these so quickly. I'll make sure each image is used as appropriately as possible. I'll hand them over to the team and we can start putting them in the right places. We'll hopefully have something ready for our sync-up tomorrow with {{Name}}. The only thing I just need to make sure of is the changes in iterations are approved by {{Name}}. I hope the weekend is treating you well, can't wait to hear more stories from the epic last night you guys had. Looking forward to connecting soon. ",1,,0.480105763
"Hey {{Name}},
We have two candidates in the loop who we can introduce you to. I'll be sending over their resumes & code test results.
The next steps would be setting up an interview call with the candidate and yourself so you can have the final round of
the interview process.
Thanks,
—-------------
 
Sounds good
—------------
 
Hey {{Name}},
 
We have a candidate in the loop and more in the pipeline for Salesforce Lightning Developer.
 
We have an interview scheduled with them
—----------
 
Hi {{Name}} – just caught this.
 
I would be happy to join the interview but let’s chat about the process first.
 
When were you planning to do this?
—---------
 
Hi {{Name}},
 
This is a Consultant level role. Must have strong client-facing experience and be able to independently work with end-
clients.
 
Excellent communication skills and ability to engage with multiple levels of an organization
 
Let me know if you have anyone like this:  Salesforce Custom Developer (US)
",1,,0.686154053
"Shopify Experts

We specialize in optimizing around specific KPIs for Shopify e-commerce platforms solutions which lead to a reduction in cart abandonment for twitch which is (acquired by eBay) now, increase in average order size, and return visits. 

{{PDF Documents_Our work on Shopify}}",1,,0.698389915
Did you see that {{Name}} is out this weekend?,0,,0.610715569
"I can do the work but I am busy all weekend so, if I can do it next week let me know. I might be able to squeeze it in on Saturday b/c I will be out that way.",0,,0.118924109
"Thank you {{Name}}. I love your feedback and will improve on iteration 3 before we finalize any options. Hopefully, we will reiterate here again tomorrow on the same topic",1,,0.087007163
It sure was good to see you yesterday.,0,,0.045261437
"Hey, This is {{Name}}, I found you on the {{Platform}} looking for {{Services}} and that caught my eye since your requirements fits perfectly with our design services. ",1,,0.849570101
Read all about it!,0,,0.979556378
"Our ShadowProgram pairs our ex-Google verified team of full-stack, back-end, and/or mobile engineers with your engineering team to double current engineering velocity; each of your engineer's ""Shadow"" will enable a 2-fold increase in storyboard tracker points delivered per sprint after the ShadowProgram is initiated within 30-days.",1,,0.380782588
Thank you for taking the time to join us on the call today. We are excited at the prospect of potentially partnering up with {{Company}}. Attached below are a couple of case studies along with our portfolio and branding docs:,1,,0.532723643
"Hi Ehsan,
Do you have PowerApp developers?
If so, what is the cost/availability?",1,,0.597941121
Checking In! We had a great mind-meld on the intro call. Seeing if you've had a chance to revirew the proposal? It covers a lot of ground so happy to review live. ,1,,0.765455485
"I was going through {{Company’s}} profile and came across the {{UI Designers}}, I'm really glad that this is something we can add value to, imagine Ex-Google Engineers and Designers working on this project is definitely a cherry on top. 
",1,,0.429101919
didn't I just make you an offer for {{Company}}?  ,0,,0.818414937
Please let me know what time and day works the best for you so we can schedule the meeting and have a chat,1,,0.010257976
"Hi Ayesha,
thank you for getting in touch, however, we are not looking for a company here.
However, I must say, whoever wrote your cold mail deserves a promotion.
All the best to you!
Best,",1,,0.493101358
"AWS experts

We’re an Ex-Google Engineers and Designers team that specialized on AWS Platforms, The best part about this is that our AWS expert program pairs our AWS Certified Engineers with your team to reduce costs, increase efficiency, and literally anything you want 

{{PDF Document_where commerce happens on AWS}}",1,,0.336334752
We can discuss your email later. How is progress on creating the spreadsheets. You will probably need to close the file before you attach an email. I really want to make progress in these two files. ,0,,0.860125687
Happy {{Event}}! Hope you had a great time over the holidays. Just checking in to see if you're back at work yet and when we can start getting back on our weekly sync-ups to continue with the progress. Looking forward to hearing from you. ,1,,0.626878051
"Awesome. Once we receive the folder of those images, we will have our team do the magic to bring originality and authenticity to the designs. These are very early versions and we are really excited to see how the next chapter unfolds.",1,,0.378063789
"Hey {{Name}}, Thanks for you time earlier. I appreciate you giving our team the opportunity to learn more about what you're working on at the {{Company}}. We're looking forward to building a long-term sustainable relationship with you! As discussed on the call, I have attached a copy of Punch portfolio, along with a couple of relevant case studies for your review. Please read those over at your leisure, let me know if you have any questions. We'll be waiting for you to send over the scope of work, mockups and wireframes so we can come up with a proposal to discuss together in our next call. Loooking forward to speaking again. Soon! Cheers, {{Sender_Name}}",1,,0.898001711
My deal on the other side fell through - so what do you think it?,0,,0.161807489
"Hi Verdi,
This is Nidhi From Fusion Analytics. Did you have time early next week to go over a webscraping expert role we were looking to fill?",1,,0.515295192
"Hi Ryth,
 
Just a quick request.
 
We have a potential prospect from Australia that would like to speak to current and former clients about the work we’ve done. Do you mind if we share your contact info?
 
Thanks,
 
Sherry
—------------------------
You bet! Happy to put in a good word. Connect me!

—------------------------

Awesome, thanks!
",1,,0.816378253
"
Thanks for your Email update yesterday.  We are excited about assertively
moving forward in our ""win-win"" arrangement.  I would appreciate your
thoughts on when you will complete your internal evaluation----leading to
finalizing the contract/document between our organizations (if memory serves
we discussed executing by mid/late-November?).  Thanks.",0,,0.0613247
I want to have an accurate details as soon as possible. I have faxed you a copy of this file. ,0,,0.806069236
"I hope all is going well with you. It's been long time since our last conversation. I thought it would be a good time to check-in with you again. In my previous email, i shared some case studies for your review. What did you think about them? Please let me know if now  is the good time to resume our conversation from where we left off. If not, what would be the best time to reconnect in order to get the ball rolling again. ",1,,0.654979648
"that sounds fine - but does that time suits you to schedule the meeting.
",0,,0.286673598
I appreciate you keeping us in the loop. We have a couple of other candidates on staff for {{Program}} as well but I would love to know more details if you can share about what are your needs specifically and how you want the punch to add value to your goals? ,1,,0.114018353
"ML/AI:

We’re an Ex-Google engineering team specializing in ML & AI implementations. Our general approach to ML / AI involves identifying direct and alternative data streams, causality, correlation, and importance testing, data normalization, model strategy development and tuning, hyperparameter optimization, and F-1 score tuning through meta-labeling.

{{Add Numin Case Study and Image}}

Scenario 2 for (AI):

I wanted to discuss our Artificial Intelligence team’s ability to identify alternative data sources to help improve AI models and achieve higher accuracy (F-1 scores).

{{Add Image}}",1,,0.905412837
Could you please add {{Name}} and Victor {{Name}} to all future meetings?,0,,0.495901745
"Are we still meeting some time,",0,,0.748002251
Please respond to {{Name}},0,,0.963364819
"Hi Bilal, As per our prior conversation, find attached the following documents along with the email:
Experts in Fintech
Numin Case Study
Punch Rate Card 
Also, feel free to take a look at the profile of our 
 
If there is anything else you need from our side or have any questions, do not hesitate to reach out.
 
Cheers 
",1,,0.620525826
"Hi Ahsan,
Iâ€™m not working this week, can we maybe schedule something for next week?
Thank you,",1,,0.704379612
We have two candidates in the loop who we can introduce you to. I'll be sending over their resumes and code test results. The next steps would be settijng up an interview call with the candidate and yourself so you can have the final round of the interview process. ,1,,0.341249495
"
Hello Ayesha,
I’m free at 8:00 AM or 10:00 AM MDT for 30 minutes.
Thanks,",1,,0.925283047
Let's hop on a call to discuss your growth strategy and create a cost efficient plan that matches your criteria.,1,,0.534026551
Are you going to return my e-mail?,0,,0.637766671
We'll have to remedy that situation real quick - it could be a dealbreaker!,0,,0.495360715
We have included the asked details into the CSA with only two minor changes. Feel free to let me know if you will need any further changes. I will follow up on {{Day}} to see if you have a kick off date for me. Thanks. ,1,,0.838171023
"We are going to meet at {{Place}} tonight for an official meeting at around {{Time}}. Let me know if you can make it.
",0,,0.677250899
"It has been quite a while since we communicated and discussed your company's goals and mission, I’ve noticed that {{Company}} is looking for {{Job Post}}  and thought of checking back in with you and enlightening you with the awesome work we do as a digital and creative agency. ",1,,0.637460496
"Punch as a digital and creative agency always delivers what we commit to, we hope to develop strong and long lasting  relationships with {{Company}}. Let’s get to work and make a difference ",1,,0.051370437
"Hi {{Name}}, We help start-ups and established companies like {{Company}} acquire a unique and compelling brand image that will represent {{Company}} in the market place. In the first week, we take in all the information you have that will guide us in achieving the desired image. That includes: existing mock-ups, user stories, interaction flows, previous design work, and designs, samples, or brands that you like. This is followed by a phone coversation to discuss how you envision your story being told. Then, we will create initial design mock-ups for your review. By discussing these mock-ups, we will have a better idea of the brand image you want. We will repeat the process of design, review, and discussion until we achieve the look and feel that you love. After this, we will use the finalized design as a baseline to tell the rest of the story, in the UIUX, in the design of the products, and in the overall customer-facing, company presence. The end results will be the brand image that {{Company}} will be proud to display and which will communicate the propoer tone not only to the targeted market segment but also to the world at large. Cheers, {{Sender_Name}}",1,,0.51985369
"The meeting was held this morning with the same end result which is ‘hold’; primarily because one customer's implementation schedule was pushed out a quarter due to them having infra challenges.  This buys us a little breathing room but I am impressed with them it is only a short stay and we need to address this both in the intermediate-term and how it can be an option for any future… bottlenecks. I appreciate the check-in, for now, we have to wait and see.",1,,0.172643445
We would love to set up a quick meeting to dicsuss this. Please let me know if you have time this week ,1,,0.174084088
"
Hello Susanne, 
Pardon my professional persistence, but I wanted to follow up once more. 
Can we discuss working together on AWS platform needs?",1,,0.263066082
There will be a meeeting on {{Day}} to discuss the strategies further.,0,,0.332050877
"Introducing to you our Shadow Program, Our Ex Google Engineers will shadow your engineers in an AirPair model working on your time zone, which can 2x your engineering productivity increase in 30 days in Scrum/Agile Process. {{Attach Punch Outsourced vs inhouse savings PDF}}",1,,0.755442625
"{{Happy day}}, we worked on the feedback you sent and think it's best to go through it in detail on our call today. Looking forward to seeing you over there and resolving any issues. ",1,,0.631190495
i expected better performance from you,0,,0.847666568
"{{Name}}, Just circling back to know where you are currently outsourcing the project. I would love to share some of our proudest work we have done recently. Do have a peek at your leisure; our work represents our quality better than any sales pitch is capable of. 1)  Cape: http://www.punch.cool/clients/cape/  2)  SoChat: http://www.punch.cool/clients/sochat/  3) Vantage: http://www.punch.cool/clients/vantage/ How about a quick sync up this week? Looking forward to Punch adding value to {{Company_Name}} and propel it towards the future growth. Cheers. {{Sender_Name}} ",1,,0.94549134
"As we discussed in the call last week, we have successfully defined what will we call the MVP of the project; some of the components in the UI have been left out for the first variation, which will later be added on as we go along. I have also updated the estimations sheet to reflect the new scope. ",1,,0.29794558
We have a meeting this {{Day}} @ {{Time}}. Please let me know whether or not you will attend.,0,,0.476318541
"We specialize in optimizing around specific KPIs for Shopify e-commerce platforms solutions which lead to a reduction in cart abandonment for twitch which is (acquired by eBay) now, increase in average order size, and return visits. 

{{PDF Documents_Our work on Shopify}}
",1,,0.91875352
We would love to set up a call if you have any questions and if not to set up a kick-off cal for the project. Looking forward to it.,1,,0.622262271
